Voltage (V),Attenuation (dB)
2.124,0.731
2.125,0.733
2.126,0.735
2.128,0.737
2.129,0.739
2.130,0.741
2.131,0.742
2.132,0.744
2.134,0.746
2.135,0.748
2.136,0.750
2.137,0.752
2.138,0.753
2.140,0.755
2.141,0.757
2.142,0.759
2.143,0.761
2.145,0.763
2.146,0.765
2.147,0.766
2.148,0.768
2.149,0.770
2.151,0.772
2.152,0.774
2.153,0.776
2.154,0.778
2.156,0.780
2.157,0.781
2.158,0.783
2.159,0.785
2.160,0.787
2.162,0.789
2.163,0.791
2.164,0.793
2.165,0.795
2.167,0.797
2.168,0.798
2.169,0.800
2.170,0.802
2.171,0.804
2.173,0.806
2.174,0.808
2.175,0.810
2.176,0.812
2.178,0.814
2.179,0.816
2.180,0.818
2.181,0.820
2.182,0.822
2.184,0.824
2.185,0.826
2.186,0.828
2.187,0.830
2.189,0.832
2.190,0.834
2.191,0.836
2.192,0.838
2.193,0.840
2.195,0.842
2.196,0.844
2.197,0.846
2.198,0.848
2.200,0.850
2.201,0.852
2.202,0.854
2.203,0.856
2.204,0.858
2.206,0.860
2.207,0.862
2.208,0.864
2.209,0.866
2.211,0.868
2.212,0.870
2.213,0.872
2.214,0.874
2.215,0.876
2.217,0.878
2.218,0.880
2.219,0.883
2.220,0.885
2.222,0.887
2.223,0.889
2.224,0.891
2.225,0.893
2.226,0.895
2.228,0.897
2.229,0.899
2.230,0.901
2.231,0.903
2.233,0.905
2.234,0.907
2.235,0.910
2.236,0.912
2.237,0.914
2.239,0.916
2.240,0.918
2.241,0.920
2.242,0.922
2.244,0.924
2.245,0.927
2.246,0.929
2.247,0.931
2.248,0.933
2.250,0.935
2.251,0.937
2.252,0.939
2.253,0.942
2.255,0.944
2.256,0.946
2.257,0.948
2.258,0.950
2.259,0.953
2.261,0.955
2.262,0.957
2.263,0.959
2.264,0.961
2.266,0.964
2.267,0.966
2.268,0.968
2.269,0.970
2.270,0.973
2.272,0.975
2.273,0.977
2.274,0.979
2.275,0.982
2.277,0.984
2.278,0.986
2.279,0.989
2.280,0.991
2.281,0.993
2.283,0.996
2.284,0.998
2.285,1.000
2.286,1.003
2.287,1.005
2.289,1.007
2.290,1.009
2.291,1.012
2.292,1.014
2.294,1.016
2.295,1.019
2.296,1.021
2.297,1.023
2.298,1.025
2.300,1.028
2.301,1.030
2.302,1.033
2.303,1.035
2.305,1.038
2.306,1.040
2.307,1.043
2.308,1.045
2.309,1.048
2.311,1.050
2.312,1.052
2.313,1.055
2.314,1.057
2.316,1.060
2.317,1.062
2.318,1.065
2.319,1.067
2.320,1.069
2.322,1.072
2.323,1.075
2.324,1.077
2.325,1.080
2.327,1.082
2.328,1.085
2.329,1.087
2.330,1.090
2.331,1.092
2.333,1.095
2.334,1.097
2.335,1.100
2.336,1.102
2.338,1.105
2.339,1.107
2.340,1.110
2.341,1.112
2.342,1.115
2.344,1.117
2.345,1.120
2.346,1.122
2.347,1.125
2.349,1.128
2.350,1.130
2.351,1.132
2.352,1.135
2.353,1.137
2.355,1.140
2.356,1.142
2.357,1.145
2.358,1.148
2.360,1.150
2.361,1.153
2.362,1.155
2.363,1.158
2.364,1.160
2.366,1.163
2.367,1.166
2.368,1.168
2.369,1.171
2.371,1.173
2.372,1.176
2.373,1.179
2.374,1.181
2.375,1.184
2.377,1.187
2.378,1.189
2.379,1.192
2.380,1.194
2.382,1.197
2.383,1.200
2.384,1.202
2.385,1.205
2.386,1.208
2.388,1.210
2.389,1.213
2.390,1.216
2.391,1.218
2.393,1.221
2.394,1.224
2.395,1.227
2.396,1.229
2.397,1.232
2.399,1.235
2.400,1.238
2.401,1.241
2.402,1.243
2.404,1.246
2.405,1.249
2.406,1.252
2.407,1.255
2.408,1.257
2.410,1.260
2.411,1.263
2.412,1.266
2.413,1.269
2.415,1.271
2.416,1.274
2.417,1.277
2.418,1.280
2.419,1.283
2.421,1.286
2.422,1.289
2.423,1.291
2.424,1.294
2.426,1.297
2.427,1.300
2.428,1.303
2.429,1.306
2.430,1.309
2.432,1.311
2.433,1.314
2.434,1.317
2.435,1.320
2.436,1.323
2.438,1.325
2.439,1.328
2.440,1.331
2.441,1.334
2.443,1.337
2.444,1.340
2.445,1.343
2.446,1.346
2.447,1.349
2.449,1.351
2.450,1.354
2.451,1.357
2.452,1.360
2.454,1.363
2.455,1.366
2.456,1.369
2.457,1.372
2.458,1.375
2.460,1.378
2.461,1.381
2.462,1.384
2.463,1.387
2.465,1.390
2.466,1.393
2.467,1.396
2.468,1.399
2.469,1.402
2.471,1.405
2.472,1.408
2.473,1.411
2.474,1.414
2.476,1.417
2.477,1.420
2.478,1.423
2.479,1.426
2.480,1.429
2.482,1.432
2.483,1.435
2.484,1.438
2.485,1.442
2.487,1.445
2.488,1.448
2.489,1.451
2.490,1.454
2.491,1.457
2.493,1.460
2.494,1.464
2.495,1.467
2.496,1.470
2.498,1.473
2.499,1.476
2.500,1.479
2.501,1.482
2.502,1.485
2.504,1.488
2.505,1.492
2.506,1.495
2.507,1.498
2.509,1.501
2.510,1.504
2.511,1.507
2.512,1.511
2.513,1.514
2.515,1.517
2.516,1.520
2.517,1.524
2.518,1.527
2.520,1.530
2.521,1.533
2.522,1.536
2.523,1.539
2.524,1.543
2.526,1.546
2.527,1.549
2.528,1.552
2.529,1.556
2.531,1.559
2.532,1.562
2.533,1.565
2.534,1.569
2.535,1.572
2.537,1.575
2.538,1.578
2.539,1.582
2.540,1.585
2.542,1.588
2.543,1.592
2.544,1.595
2.545,1.598
2.546,1.602
2.548,1.605
2.549,1.609
2.550,1.612
2.551,1.615
2.553,1.619
2.554,1.622
2.555,1.625
2.556,1.629
2.557,1.632
2.559,1.635
2.560,1.639
2.561,1.642
2.562,1.646
2.564,1.649
2.565,1.653
2.566,1.656
2.567,1.660
2.568,1.663
2.570,1.667
2.571,1.670
2.572,1.674
2.573,1.677
2.574,1.681
2.576,1.684
2.577,1.688
2.578,1.692
2.579,1.695
2.581,1.699
2.582,1.702
2.583,1.706
2.584,1.709
2.585,1.713
2.587,1.716
2.588,1.720
2.589,1.724
2.590,1.727
2.592,1.731
2.593,1.735
2.594,1.738
2.595,1.742
2.596,1.745
2.598,1.749
2.599,1.752
2.600,1.756
2.601,1.759
2.603,1.763
2.604,1.767
2.605,1.770
2.606,1.774
2.607,1.778
2.609,1.781
2.610,1.785
2.611,1.788
2.612,1.792
2.614,1.796
2.615,1.799
2.616,1.803
2.617,1.807
2.618,1.811
2.620,1.814
2.621,1.818
2.622,1.822
2.623,1.825
2.625,1.829
2.626,1.833
2.627,1.836
2.628,1.840
2.629,1.844
2.631,1.847
2.632,1.851
2.633,1.855
2.634,1.859
2.636,1.863
2.637,1.866
2.638,1.870
2.639,1.874
2.640,1.878
2.642,1.881
2.643,1.885
2.644,1.889
2.645,1.893
2.647,1.897
2.648,1.900
2.649,1.904
2.650,1.908
2.651,1.912
2.653,1.916
2.654,1.919
2.655,1.923
2.656,1.927
2.658,1.931
2.659,1.934
2.660,1.938
2.661,1.942
2.662,1.946
2.664,1.950
2.665,1.954
2.666,1.958
2.667,1.961
2.669,1.965
2.670,1.969
2.671,1.973
2.672,1.977
2.673,1.981
2.675,1.985
2.676,1.989
2.677,1.992
2.678,1.996
2.680,2.000
2.681,2.004
2.682,2.008
2.683,2.012
2.684,2.016
2.686,2.020
2.687,2.024
2.688,2.028
2.689,2.032
2.691,2.036
2.692,2.040
2.693,2.044
2.694,2.048
2.695,2.052
2.697,2.056
2.698,2.060
2.699,2.064
2.700,2.068
2.702,2.072
2.703,2.076
2.704,2.080
2.705,2.084
2.706,2.089
2.708,2.093
2.709,2.097
2.710,2.101
2.711,2.105
2.713,2.109
2.714,2.113
2.715,2.118
2.716,2.122
2.717,2.126
2.719,2.130
2.720,2.134
2.721,2.138
2.722,2.143
2.723,2.147
2.725,2.151
2.726,2.155
2.727,2.159
2.728,2.164
2.730,2.168
2.731,2.172
2.732,2.177
2.733,2.181
2.734,2.185
2.736,2.189
2.737,2.194
2.738,2.198
2.739,2.203
2.741,2.207
2.742,2.211
2.743,2.215
2.744,2.219
2.745,2.224
2.747,2.228
2.748,2.233
2.749,2.237
2.750,2.241
2.752,2.245
2.753,2.249
2.754,2.254
2.755,2.258
2.756,2.262
2.758,2.267
2.759,2.271
2.760,2.275
2.761,2.280
2.763,2.284
2.764,2.289
2.765,2.293
2.766,2.297
2.767,2.302
2.769,2.307
2.770,2.311
2.771,2.316
2.772,2.320
2.774,2.324
2.775,2.329
2.776,2.333
2.777,2.337
2.778,2.342
2.780,2.347
2.781,2.351
2.782,2.356
2.783,2.360
2.785,2.365
2.786,2.369
2.787,2.374
2.788,2.379
2.789,2.383
2.791,2.388
2.792,2.392
2.793,2.397
2.794,2.402
2.796,2.406
2.797,2.411
2.798,2.415
2.799,2.420
2.800,2.424
2.802,2.429
2.803,2.433
2.804,2.438
2.805,2.443
2.807,2.447
2.808,2.452
2.809,2.457
2.810,2.461
2.811,2.466
2.813,2.471
2.814,2.475
2.815,2.480
2.816,2.485
2.818,2.489
2.819,2.494
2.820,2.499
2.821,2.504
2.822,2.509
2.824,2.514
2.825,2.518
2.826,2.523
2.827,2.528
2.829,2.533
2.830,2.538
2.831,2.543
2.832,2.548
2.833,2.553
2.835,2.558
2.836,2.562
2.837,2.567
2.838,2.572
2.840,2.577
2.841,2.582
2.842,2.587
2.843,2.592
2.844,2.597
2.846,2.602
2.847,2.607
2.848,2.611
2.849,2.616
2.851,2.621
2.852,2.626
2.853,2.631
2.854,2.636
2.855,2.640
2.857,2.645
2.858,2.650
2.859,2.655
2.860,2.660
2.862,2.664
2.863,2.669
2.864,2.674
2.865,2.679
2.866,2.684
2.868,2.689
2.869,2.694
2.870,2.699
2.871,2.704
2.872,2.709
2.874,2.714
2.875,2.719
2.876,2.724
2.877,2.729
2.879,2.734
2.880,2.740
2.881,2.745
2.882,2.750
2.883,2.754
2.885,2.759
2.886,2.764
2.887,2.769
2.888,2.774
2.890,2.780
2.891,2.785
2.892,2.790
2.893,2.795
2.894,2.801
2.896,2.806
2.897,2.811
2.898,2.816
2.899,2.822
2.901,2.827
2.902,2.832
2.903,2.837
2.904,2.843
2.905,2.848
2.907,2.853
2.908,2.858
2.909,2.863
2.910,2.869
2.912,2.874
2.913,2.879
2.914,2.884
2.915,2.890
2.916,2.895
2.918,2.901
2.919,2.906
2.920,2.911
2.921,2.917
2.923,2.922
2.924,2.927
2.925,2.932
2.926,2.938
2.927,2.943
2.929,2.949
2.930,2.954
2.931,2.960
2.932,2.965
2.934,2.970
2.935,2.976
2.936,2.981
2.937,2.986
2.938,2.992
2.940,2.997
2.941,3.003
2.942,3.008
2.943,3.013
2.945,3.019
2.946,3.025
2.947,3.030
2.948,3.036
2.949,3.041
2.951,3.047
2.952,3.053
2.953,3.058
2.954,3.064
2.956,3.069
2.957,3.075
2.958,3.080
2.959,3.086
2.960,3.092
2.962,3.097
2.963,3.103
2.964,3.108
2.965,3.114
2.967,3.120
2.968,3.125
2.969,3.131
2.970,3.136
2.971,3.142
2.973,3.148
2.974,3.153
2.975,3.159
2.976,3.165
2.978,3.170
2.979,3.177
2.980,3.182
2.981,3.188
2.982,3.194
2.984,3.200
2.985,3.205
2.986,3.211
2.987,3.217
2.989,3.223
2.990,3.229
2.991,3.235
2.992,3.240
2.993,3.246
2.995,3.252
2.996,3.258
2.997,3.264
2.998,3.270
3.000,3.276
3.001,3.282
3.002,3.289
3.003,3.295
3.004,3.301
3.006,3.306
3.007,3.313
3.008,3.319
3.009,3.325
3.011,3.331
3.012,3.337
3.013,3.343
3.014,3.349
3.015,3.355
3.017,3.361
3.018,3.367
3.019,3.373
3.020,3.379
3.021,3.386
3.023,3.392
3.024,3.398
3.025,3.404
3.026,3.410
3.028,3.416
3.029,3.423
3.030,3.429
3.031,3.435
3.032,3.441
3.034,3.447
3.035,3.454
3.036,3.460
3.037,3.466
3.039,3.472
3.040,3.478
3.041,3.484
3.042,3.490
3.043,3.496
3.045,3.503
3.046,3.508
3.047,3.514
3.048,3.520
3.050,3.526
3.051,3.532
3.052,3.539
3.053,3.545
3.054,3.551
3.056,3.558
3.057,3.564
3.058,3.570
3.059,3.577
3.061,3.583
3.062,3.589
3.063,3.595
3.064,3.602
3.065,3.608
3.067,3.614
3.068,3.621
3.069,3.628
3.070,3.634
3.072,3.641
3.073,3.647
3.074,3.654
3.075,3.660
3.076,3.666
3.078,3.673
3.079,3.680
3.080,3.686
3.081,3.693
3.083,3.699
3.084,3.706
3.085,3.713
3.086,3.720
3.087,3.726
3.089,3.732
3.090,3.738
3.091,3.745
3.092,3.752
3.094,3.758
3.095,3.765
3.096,3.772
3.097,3.779
3.098,3.786
3.100,3.792
3.101,3.799
3.102,3.806
3.103,3.812
3.105,3.819
3.106,3.826
3.107,3.833
3.108,3.839
3.109,3.846
3.111,3.853
3.112,3.860
3.113,3.867
3.114,3.874
3.116,3.880
3.117,3.887
3.118,3.893
3.119,3.900
3.120,3.907
3.122,3.914
3.123,3.920
3.124,3.926
3.125,3.933
3.127,3.940
3.128,3.947
3.129,3.953
3.130,3.960
3.131,3.966
3.133,3.973
3.134,3.980
3.135,3.987
3.136,3.993
3.138,4.000
3.139,4.007
3.140,4.014
3.141,4.020
3.142,4.027
3.144,4.033
3.145,4.041
3.146,4.048
3.147,4.054
3.149,4.061
3.150,4.068
3.151,4.075
3.152,4.081
3.153,4.088
3.155,4.095
3.156,4.101
3.157,4.108
3.158,4.115
3.160,4.122
3.161,4.129
3.162,4.136
3.163,4.142
3.164,4.149
3.166,4.156
3.167,4.163
3.168,4.170
3.169,4.177
3.170,4.184
3.172,4.191
3.173,4.197
3.174,4.204
3.175,4.211
3.177,4.218
3.178,4.225
3.179,4.232
3.180,4.239
3.181,4.246
3.183,4.253
3.184,4.259
3.185,4.267
3.186,4.274
3.188,4.281
3.189,4.288
3.190,4.295
3.191,4.302
3.192,4.309
3.194,4.316
3.195,4.323
3.196,4.330
3.197,4.337
3.199,4.345
3.200,4.352
3.201,4.359
3.202,4.366
3.203,4.373
3.205,4.380
3.206,4.387
3.207,4.395
3.208,4.402
3.210,4.409
3.211,4.416
3.212,4.424
3.213,4.432
3.214,4.440
3.216,4.448
3.217,4.456
3.218,4.464
3.219,4.471
3.221,4.479
3.222,4.486
3.223,4.493
3.224,4.501
3.225,4.508
3.227,4.516
3.228,4.524
3.229,4.531
3.230,4.539
3.232,4.547
3.233,4.555
3.234,4.563
3.235,4.570
3.236,4.578
3.238,4.585
3.239,4.593
3.240,4.600
3.241,4.608
3.243,4.616
3.244,4.624
3.245,4.632
3.246,4.640
3.247,4.648
3.249,4.655
3.250,4.662
3.251,4.670
3.252,4.677
3.254,4.684
3.255,4.691
3.256,4.698
3.257,4.706
3.258,4.713
3.260,4.721
3.261,4.728
3.262,4.736
3.263,4.743
3.265,4.750
3.266,4.758
3.267,4.765
3.268,4.773
3.269,4.780
3.271,4.787
3.272,4.794
3.273,4.801
3.274,4.808
3.276,4.815
3.277,4.823
3.278,4.830
3.279,4.838
3.280,4.846
3.282,4.853
3.283,4.860
3.284,4.868
3.285,4.876
3.287,4.884
3.288,4.892
3.289,4.899
3.290,4.907
3.291,4.915
3.293,4.923
3.294,4.931
3.295,4.938
3.296,4.946
3.298,4.954
3.299,4.961
3.300,4.969
3.301,4.977
3.302,4.986
3.304,4.994
3.305,5.002
3.306,5.011
3.307,5.019
3.309,5.027
3.310,5.036
3.311,5.044
3.312,5.053
3.313,5.061
3.315,5.069
3.316,5.077
3.317,5.085
3.318,5.092
3.319,5.101
3.321,5.109
3.322,5.116
3.323,5.124
3.324,5.132
3.326,5.139
3.327,5.147
3.328,5.155
3.329,5.163
3.330,5.171
3.332,5.179
3.333,5.187
3.334,5.196
3.335,5.204
3.337,5.212
3.338,5.220
3.339,5.228
3.340,5.236
3.341,5.245
3.343,5.253
3.344,5.261
3.345,5.269
3.346,5.277
3.348,5.286
3.349,5.294
3.350,5.302
3.351,5.310
3.352,5.319
3.354,5.327
3.355,5.335
3.356,5.344
3.357,5.352
3.359,5.361
3.360,5.370
3.361,5.379
3.362,5.387
3.363,5.396
3.365,5.404
3.366,5.413
3.367,5.421
3.368,5.430
3.370,5.439
3.371,5.448
3.372,5.457
3.373,5.465
3.374,5.474
3.376,5.482
3.377,5.491
3.378,5.500
3.379,5.508
3.381,5.517
3.382,5.526
3.383,5.535
3.384,5.545
3.385,5.553
3.387,5.562
3.388,5.571
3.389,5.579
3.390,5.588
3.392,5.597
3.393,5.606
3.394,5.616
3.395,5.625
3.396,5.634
3.398,5.643
3.399,5.652
3.400,5.661
3.401,5.670
3.403,5.678
3.404,5.687
3.405,5.696
3.406,5.704
3.407,5.714
3.409,5.723
3.410,5.732
3.411,5.741
3.412,5.749
3.414,5.758
3.415,5.767
3.416,5.775
3.417,5.784
3.418,5.793
3.420,5.802
3.421,5.812
3.422,5.821
3.423,5.830
3.425,5.839
3.426,5.848
3.427,5.856
3.428,5.866
3.429,5.875
3.431,5.884
3.432,5.893
3.433,5.902
3.434,5.911
3.436,5.920
3.437,5.929
3.438,5.938
3.439,5.947
3.440,5.956
3.442,5.965
3.443,5.974
3.444,5.983
3.445,5.992
3.447,6.002
3.448,6.011
3.449,6.020
3.450,6.029
3.451,6.038
3.453,6.048
3.454,6.057
3.455,6.067
3.456,6.077
3.457,6.087
3.459,6.097
3.460,6.107
3.461,6.116
3.462,6.126
3.464,6.135
3.465,6.145
3.466,6.154
3.467,6.164
3.468,6.174
3.470,6.183
3.471,6.193
3.472,6.202
3.473,6.211
3.475,6.221
3.476,6.231
3.477,6.241
3.478,6.250
3.479,6.260
3.481,6.269
3.482,6.278
3.483,6.289
3.484,6.299
3.486,6.308
3.487,6.318
3.488,6.328
3.489,6.338
3.490,6.348
3.492,6.358
3.493,6.367
3.494,6.377
3.495,6.387
3.497,6.397
3.498,6.406
3.499,6.416
3.500,6.425
3.501,6.435
3.503,6.444
3.504,6.454
3.505,6.464
3.506,6.474
3.508,6.484
3.509,6.494
3.510,6.503
3.511,6.514
3.512,6.523
3.514,6.533
3.515,6.543
3.516,6.553
3.517,6.563
3.519,6.573
3.520,6.584
3.521,6.594
3.522,6.603
3.523,6.613
3.525,6.623
3.526,6.634
3.527,6.643
3.528,6.653
3.530,6.663
3.531,6.673
3.532,6.684
3.533,6.694
3.534,6.704
3.536,6.714
3.537,6.724
3.538,6.734
3.539,6.744
3.541,6.753
3.542,6.763
3.543,6.772
3.544,6.782
3.545,6.792
3.547,6.802
3.548,6.812
3.549,6.821
3.550,6.831
3.552,6.841
3.553,6.851
3.554,6.861
3.555,6.870
3.556,6.880
3.558,6.891
3.559,6.901
3.560,6.912
3.561,6.922
3.563,6.932
3.564,6.942
3.565,6.952
3.566,6.962
3.567,6.972
3.569,6.982
3.570,6.992
3.571,7.003
3.572,7.013
3.574,7.024
3.575,7.034
3.576,7.044
3.577,7.054
3.578,7.064
3.580,7.075
3.581,7.086
3.582,7.096
3.583,7.107
3.585,7.118
3.586,7.128
3.587,7.138
3.588,7.148
3.589,7.158
3.591,7.169
3.592,7.179
3.593,7.190
3.594,7.201
3.596,7.211
3.597,7.222
3.598,7.233
3.599,7.243
3.600,7.254
3.602,7.264
3.603,7.275
3.604,7.285
3.605,7.296
3.606,7.307
3.608,7.317
3.609,7.329
3.610,7.339
3.611,7.350
3.613,7.361
3.614,7.372
3.615,7.383
3.616,7.394
3.617,7.404
3.619,7.415
3.620,7.425
3.621,7.436
3.622,7.446
3.624,7.457
3.625,7.468
3.626,7.479
3.627,7.490
3.628,7.500
3.630,7.511
3.631,7.522
3.632,7.533
3.633,7.543
3.635,7.555
3.636,7.566
3.637,7.577
3.638,7.588
3.639,7.599
3.641,7.609
3.642,7.619
3.643,7.629
3.644,7.639
3.646,7.650
3.647,7.660
3.648,7.671
3.649,7.682
3.650,7.693
3.652,7.704
3.653,7.714
3.654,7.724
3.655,7.735
3.657,7.745
3.658,7.756
3.659,7.767
3.660,7.778
3.661,7.789
3.663,7.799
3.664,7.810
3.665,7.821
3.666,7.833
3.668,7.844
3.669,7.856
3.670,7.866
3.671,7.877
3.672,7.887
3.674,7.897
3.675,7.908
3.676,7.919
3.677,7.930
3.679,7.941
3.680,7.951
3.681,7.962
3.682,7.973
3.683,7.984
3.685,7.994
3.686,8.005
3.687,8.016
3.688,8.027
3.690,8.038
3.691,8.049
3.692,8.060
3.693,8.072
3.694,8.084
3.696,8.096
3.697,8.108
3.698,8.120
3.699,8.132
3.701,8.143
3.702,8.154
3.703,8.165
3.704,8.176
3.705,8.188
3.707,8.200
3.708,8.211
3.709,8.222
3.710,8.233
3.712,8.244
3.713,8.255
3.714,8.267
3.715,8.277
3.716,8.288
3.718,8.299
3.719,8.310
3.720,8.321
3.721,8.332
3.723,8.344
3.724,8.356
3.725,8.367
3.726,8.377
3.727,8.389
3.729,8.401
3.730,8.413
3.731,8.424
3.732,8.436
3.734,8.448
3.735,8.459
3.736,8.470
3.737,8.480
3.738,8.491
3.740,8.502
3.741,8.513
3.742,8.524
3.743,8.536
3.745,8.548
3.746,8.560
3.747,8.571
3.748,8.583
3.749,8.594
3.751,8.605
3.752,8.617
3.753,8.629
3.754,8.641
3.755,8.654
3.757,8.666
3.758,8.678
3.759,8.689
3.760,8.701
3.762,8.712
3.763,8.724
3.764,8.735
3.765,8.747
3.766,8.759
3.768,8.771
3.769,8.783
3.770,8.795
3.771,8.807
3.773,8.819
3.774,8.829
3.775,8.840
3.776,8.850
3.777,8.862
3.779,8.874
3.780,8.886
3.781,8.898
3.782,8.910
3.784,8.921
3.785,8.931
3.786,8.942
3.787,8.954
3.788,8.965
3.790,8.977
3.791,8.989
3.792,9.001
3.793,9.013
3.795,9.026
3.796,9.039
3.797,9.051
3.798,9.063
3.799,9.075
3.801,9.087
3.802,9.098
3.803,9.110
3.804,9.121
3.806,9.133
3.807,9.145
3.808,9.157
3.809,9.169
3.810,9.181
3.812,9.193
3.813,9.205
3.814,9.218
3.815,9.229
3.817,9.242
3.818,9.253
3.819,9.265
3.820,9.277
3.821,9.289
3.823,9.300
3.824,9.312
3.825,9.324
3.826,9.337
3.828,9.349
3.829,9.361
3.830,9.373
3.831,9.385
3.832,9.396
3.834,9.409
3.835,9.422
3.836,9.434
3.837,9.446
3.839,9.459
3.840,9.472
3.841,9.485
3.842,9.497
3.843,9.509
3.845,9.522
3.846,9.534
3.847,9.547
3.848,9.559
3.850,9.571
3.851,9.585
3.852,9.597
3.853,9.609
3.854,9.621
3.856,9.633
3.857,9.646
3.858,9.658
3.859,9.670
3.861,9.682
3.862,9.694
3.863,9.708
3.864,9.722
3.865,9.734
3.867,9.747
3.868,9.759
3.869,9.772
3.870,9.785
3.872,9.798
3.873,9.811
3.874,9.824
3.875,9.836
3.876,9.849
3.878,9.861
3.879,9.874
3.880,9.886
3.881,9.899
3.883,9.912
3.884,9.925
3.885,9.937
3.886,9.950
3.887,9.962
3.889,9.975
3.890,9.988
3.891,10.000
3.892,10.014
3.894,10.027
3.895,10.040
3.896,10.053
3.897,10.066
3.898,10.078
3.900,10.090
3.901,10.103
3.902,10.116
3.903,10.129
3.904,10.142
3.906,10.154
3.907,10.167
3.908,10.179
3.909,10.191
3.911,10.205
3.912,10.217
3.913,10.229
3.914,10.242
3.915,10.254
3.917,10.267
3.918,10.279
3.919,10.292
3.920,10.304
3.922,10.317
3.923,10.330
3.924,10.344
3.925,10.356
3.926,10.370
3.928,10.384
3.929,10.397
3.930,10.410
3.931,10.424
3.933,10.438
3.934,10.452
3.935,10.464
3.936,10.477
3.937,10.489
3.939,10.502
3.940,10.514
3.941,10.527
3.942,10.540
3.944,10.553
3.945,10.566
3.946,10.579
3.947,10.592
3.948,10.604
3.950,10.617
3.951,10.630
3.952,10.643
3.953,10.656
3.955,10.668
3.956,10.681
3.957,10.694
3.958,10.708
3.959,10.720
3.961,10.732
3.962,10.745
3.963,10.758
3.964,10.770
3.966,10.783
3.967,10.796
3.968,10.809
3.969,10.823
3.970,10.836
3.972,10.849
3.973,10.862
3.974,10.875
3.975,10.889
3.977,10.902
3.978,10.916
3.979,10.930
3.980,10.943
3.981,10.957
3.983,10.971
3.984,10.984
3.985,10.997
3.986,11.010
3.988,11.024
3.989,11.036
3.990,11.049
3.991,11.062
3.992,11.074
3.994,11.089
3.995,11.103
3.996,11.116
3.997,11.129
3.999,11.142
4.000,11.155
4.001,11.167
4.002,11.180
4.003,11.194
4.005,11.207
4.006,11.221
4.007,11.235
4.008,11.247
4.010,11.261
4.011,11.274
4.012,11.288
4.013,11.301
4.014,11.315
4.016,11.328
4.017,11.341
4.018,11.355
4.019,11.369
4.021,11.382
4.022,11.396
4.023,11.409
4.024,11.424
4.025,11.438
4.027,11.452
4.028,11.466
4.029,11.479
4.030,11.494
4.032,11.508
4.033,11.522
4.034,11.536
4.035,11.550
4.036,11.564
4.038,11.577
4.039,11.591
4.040,11.606
4.041,11.619
4.043,11.633
4.044,11.647
4.045,11.660
4.046,11.673
4.047,11.687
4.049,11.701
4.050,11.715
4.051,11.729
4.052,11.742
4.053,11.756
4.055,11.768
4.056,11.782
4.057,11.795
4.058,11.809
4.060,11.822
4.061,11.835
4.062,11.849
4.063,11.863
4.064,11.876
4.066,11.889
4.067,11.902
4.068,11.916
4.069,11.929
4.071,11.944
4.072,11.957
4.073,11.971
4.074,11.984
4.075,11.998
4.077,12.011
4.078,12.025
4.079,12.038
4.080,12.052
4.082,12.066
4.083,12.080
4.084,12.094
4.085,12.108
4.086,12.122
4.088,12.136
4.089,12.150
4.090,12.164
4.091,12.178
4.093,12.192
4.094,12.206
4.095,12.219
4.096,12.233
4.097,12.246
4.099,12.261
4.100,12.275
4.101,12.289
4.102,12.304
4.104,12.317
4.105,12.331
4.106,12.345
4.107,12.359
4.108,12.373
4.110,12.387
4.111,12.402
4.112,12.416
4.113,12.431
4.115,12.445
4.116,12.459
4.117,12.472
4.118,12.486
4.119,12.500
4.121,12.514
4.122,12.528
4.123,12.541
4.124,12.555
4.126,12.568
4.127,12.582
4.128,12.594
4.129,12.609
4.130,12.623
4.132,12.637
4.133,12.651
4.134,12.664
4.135,12.678
4.137,12.692
4.138,12.706
4.139,12.720
4.140,12.733
4.141,12.748
4.143,12.762
4.144,12.777
4.145,12.791
4.146,12.805
4.148,12.819
4.149,12.834
4.150,12.849
4.151,12.863
4.152,12.877
4.154,12.892
4.155,12.906
4.156,12.920
4.157,12.933
4.159,12.947
4.160,12.962
4.161,12.976
4.162,12.990
4.163,13.006
4.165,13.020
4.166,13.035
4.167,13.050
4.168,13.064
4.170,13.078
4.171,13.092
4.172,13.107
4.173,13.120
4.174,13.135
4.176,13.151
4.177,13.166
4.178,13.182
4.179,13.198
4.181,13.213
4.182,13.227
4.183,13.242
4.184,13.255
4.185,13.269
4.187,13.283
4.188,13.297
4.189,13.311
4.190,13.326
4.191,13.341
4.193,13.356
4.194,13.370
4.195,13.384
4.196,13.399
4.198,13.413
4.199,13.427
4.200,13.442
4.201,13.457
4.202,13.473
4.204,13.488
4.205,13.504
4.206,13.519
4.207,13.534
4.209,13.547
4.210,13.561
4.211,13.576
4.212,13.593
4.213,13.608
4.215,13.623
4.216,13.637
4.217,13.652
4.218,13.667
4.220,13.682
4.221,13.695
4.222,13.708
4.223,13.723
4.224,13.737
4.226,13.752
4.227,13.767
4.228,13.781
4.229,13.795
4.231,13.810
4.232,13.824
4.233,13.839
4.234,13.853
4.235,13.868
4.237,13.883
4.238,13.897
4.239,13.912
4.240,13.926
4.242,13.941
4.243,13.955
4.244,13.969
4.245,13.984
4.246,13.999
4.248,14.015
4.249,14.031
4.250,14.045
4.251,14.060
4.253,14.075
4.254,14.090
4.255,14.104
4.256,14.120
