Voltage (V),Attenuation (dB)
4.257,14.134
4.259,14.150
4.260,14.165
4.261,14.182
4.262,14.197
4.264,14.212
4.265,14.226
4.266,14.241
4.267,14.255
4.268,14.269
4.270,14.284
4.271,14.299
4.272,14.314
4.273,14.328
4.275,14.344
4.276,14.360
4.277,14.377
4.278,14.392
4.279,14.406
4.281,14.421
4.282,14.436
4.283,14.452
4.284,14.468
4.286,14.484
4.287,14.500
4.288,14.515
4.289,14.530
4.290,14.546
4.292,14.560
4.293,14.574
4.294,14.591
4.295,14.607
4.297,14.623
4.298,14.640
4.299,14.655
4.300,14.671
4.301,14.686
4.303,14.702
4.304,14.718
4.305,14.734
4.306,14.750
4.308,14.766
4.309,14.782
4.310,14.798
4.311,14.812
4.312,14.826
4.314,14.840
4.315,14.854
4.316,14.870
4.317,14.884
4.319,14.898
4.320,14.913
4.321,14.928
4.322,14.943
4.323,14.958
4.325,14.973
4.326,14.989
4.327,15.005
4.328,15.021
4.330,15.037
4.331,15.053
4.332,15.068
4.333,15.083
4.334,15.099
4.336,15.114
4.337,15.130
4.338,15.146
4.339,15.161
4.340,15.176
4.342,15.191
4.343,15.207
4.344,15.224
4.345,15.239
4.347,15.255
4.348,15.271
4.349,15.288
4.350,15.304
4.351,15.320
4.353,15.335
4.354,15.351
4.355,15.366
4.356,15.380
4.358,15.396
4.359,15.411
4.360,15.425
4.361,15.439
4.362,15.453
4.364,15.469
4.365,15.485
4.366,15.501
4.367,15.518
4.369,15.534
4.370,15.550
4.371,15.565
4.372,15.581
4.373,15.596
4.375,15.611
4.376,15.628
4.377,15.644
4.378,15.661
4.380,15.677
4.381,15.693
4.382,15.709
4.383,15.725
4.384,15.741
4.386,15.756
4.387,15.771
4.388,15.788
4.389,15.804
4.391,15.821
4.392,15.837
4.393,15.853
4.394,15.868
4.395,15.883
4.397,15.898
4.398,15.911
4.399,15.927
4.400,15.943
4.402,15.959
4.403,15.976
4.404,15.992
4.405,16.007
4.406,16.022
4.408,16.038
4.409,16.054
4.410,16.069
4.411,16.084
4.413,16.101
4.414,16.117
4.415,16.134
4.416,16.151
4.417,16.168
4.419,16.186
4.420,16.204
4.421,16.222
4.422,16.235
4.424,16.251
4.425,16.267
4.426,16.283
4.427,16.300
4.428,16.316
4.430,16.333
4.431,16.349
4.432,16.364
4.433,16.380
4.435,16.395
4.436,16.411
4.437,16.428
4.438,16.444
4.439,16.459
4.441,16.474
4.442,16.491
4.443,16.508
4.444,16.523
4.446,16.538
4.447,16.555
4.448,16.571
4.449,16.587
4.450,16.603
4.452,16.620
4.453,16.636
4.454,16.652
4.455,16.667
4.457,16.682
4.458,16.698
4.459,16.713
4.460,16.729
4.461,16.745
4.463,16.760
4.464,16.776
4.465,16.793
4.466,16.809
4.468,16.826
4.469,16.842
4.470,16.858
4.471,16.875
4.472,16.890
4.474,16.906
4.475,16.922
4.476,16.939
4.477,16.955
4.479,16.970
4.480,16.986
4.481,17.001
4.482,17.017
4.483,17.034
4.485,17.051
4.486,17.067
4.487,17.084
4.488,17.100
4.489,17.116
4.491,17.131
4.492,17.147
4.493,17.162
4.494,17.178
4.496,17.195
4.497,17.211
4.498,17.229
4.499,17.245
4.500,17.261
4.502,17.277
4.503,17.294
4.504,17.311
4.505,17.327
4.507,17.343
4.508,17.360
4.509,17.377
4.510,17.394
4.511,17.411
4.513,17.428
4.514,17.444
4.515,17.459
4.516,17.474
4.518,17.490
4.519,17.506
4.520,17.523
4.521,17.540
4.522,17.557
4.524,17.574
4.525,17.590
4.526,17.606
4.527,17.622
4.529,17.638
4.530,17.654
4.531,17.670
4.532,17.687
4.533,17.703
4.535,17.721
4.536,17.738
4.537,17.755
4.538,17.772
4.540,17.788
4.541,17.805
4.542,17.821
4.543,17.837
4.544,17.855
4.546,17.872
4.547,17.890
4.548,17.907
4.549,17.923
4.551,17.939
4.552,17.954
4.553,17.971
4.554,17.987
4.555,18.003
4.557,18.020
4.558,18.037
4.559,18.055
4.560,18.072
4.562,18.088
4.563,18.105
4.564,18.121
4.565,18.137
4.566,18.153
4.568,18.170
4.569,18.188
4.570,18.205
4.571,18.222
4.573,18.239
4.574,18.256
4.575,18.273
4.576,18.290
4.577,18.307
4.579,18.322
4.580,18.338
4.581,18.355
4.582,18.371
4.584,18.388
4.585,18.405
4.586,18.421
4.587,18.439
4.588,18.456
4.590,18.473
4.591,18.489
4.592,18.505
4.593,18.521
4.595,18.538
4.596,18.555
4.597,18.572
4.598,18.590
4.599,18.608
4.601,18.624
4.602,18.641
4.603,18.657
4.604,18.672
4.606,18.687
4.607,18.702
4.608,18.717
4.609,18.733
4.610,18.750
4.612,18.765
4.613,18.783
4.614,18.799
4.615,18.815
4.617,18.831
4.618,18.847
4.619,18.863
4.620,18.879
4.621,18.895
4.623,18.913
4.624,18.929
4.625,18.946
4.626,18.962
4.628,18.978
4.629,18.994
4.630,19.010
4.631,19.026
4.632,19.042
4.634,19.059
4.635,19.076
4.636,19.091
4.637,19.109
4.638,19.125
4.640,19.141
4.641,19.156
4.642,19.173
4.643,19.189
4.645,19.205
4.646,19.221
4.647,19.236
4.648,19.252
4.649,19.270
4.651,19.287
4.652,19.303
4.653,19.319
4.654,19.335
4.656,19.351
4.657,19.368
4.658,19.384
4.659,19.401
4.660,19.418
4.662,19.436
4.663,19.455
4.664,19.470
4.665,19.486
4.667,19.502
4.668,19.518
4.669,19.534
4.670,19.550
4.671,19.567
4.673,19.584
4.674,19.601
4.675,19.618
4.676,19.635
4.678,19.651
4.679,19.667
4.680,19.683
4.681,19.699
4.682,19.715
4.684,19.732
4.685,19.748
4.686,19.764
4.687,19.781
4.689,19.797
4.690,19.813
4.691,19.829
4.692,19.845
4.693,19.861
4.695,19.877
4.696,19.895
4.697,19.912
4.698,19.928
4.700,19.945
4.701,19.961
4.702,19.978
4.703,19.995
4.704,20.011
4.706,20.025
4.707,20.040
4.708,20.057
4.709,20.074
4.711,20.091
4.712,20.108
4.713,20.125
4.714,20.141
4.715,20.157
4.717,20.174
4.718,20.190
4.719,20.206
4.720,20.223
4.722,20.241
4.723,20.256
4.724,20.271
4.725,20.286
4.726,20.302
4.728,20.318
4.729,20.334
4.730,20.350
4.731,20.366
4.733,20.381
4.734,20.397
4.735,20.412
4.736,20.428
4.737,20.443
4.739,20.458
4.740,20.475
4.741,20.492
4.742,20.511
4.744,20.528
4.745,20.545
4.746,20.563
4.747,20.580
4.748,20.596
4.750,20.612
4.751,20.629
4.752,20.645
4.753,20.663
4.755,20.679
4.756,20.696
4.757,20.713
4.758,20.730
4.759,20.746
4.761,20.762
4.762,20.779
4.763,20.796
4.764,20.812
4.766,20.829
4.767,20.846
4.768,20.863
4.769,20.880
4.770,20.897
4.772,20.913
4.773,20.929
4.774,20.946
4.775,20.962
4.777,20.978
4.778,20.994
4.779,21.010
4.780,21.025
4.781,21.042
4.783,21.060
4.784,21.077
4.785,21.093
4.786,21.109
4.787,21.126
4.789,21.142
4.790,21.159
4.791,21.175
4.792,21.192
4.794,21.208
4.795,21.224
4.796,21.241
4.797,21.257
4.798,21.274
4.800,21.290
4.801,21.307
4.802,21.323
4.803,21.340
4.805,21.356
4.806,21.372
4.807,21.389
4.808,21.405
4.809,21.422
4.811,21.438
4.812,21.454
4.813,21.471
4.814,21.487
4.816,21.504
4.817,21.520
4.818,21.536
4.819,21.553
4.820,21.569
4.822,21.586
4.823,21.602
4.824,21.618
4.825,21.635
4.827,21.651
4.828,21.667
4.829,21.684
4.830,21.700
4.831,21.716
4.833,21.733
4.834,21.749
4.835,21.765
4.836,21.781
4.838,21.798
4.839,21.814
4.840,21.830
4.841,21.847
4.842,21.863
4.844,21.879
4.845,21.895
4.846,21.912
4.847,21.928
4.849,21.944
4.850,21.960
4.851,21.977
4.852,21.993
4.853,22.009
4.855,22.025
4.856,22.041
4.857,22.058
4.858,22.074
4.860,22.090
4.861,22.106
4.862,22.122
4.863,22.138
4.864,22.155
4.866,22.171
4.867,22.187
4.868,22.203
4.869,22.219
4.871,22.235
4.872,22.251
4.873,22.267
4.874,22.283
4.875,22.299
4.877,22.315
4.878,22.331
4.879,22.348
4.880,22.364
4.882,22.380
4.883,22.396
4.884,22.412
4.885,22.428
4.886,22.444
4.888,22.460
4.889,22.475
4.890,22.491
4.891,22.507
4.893,22.523
4.894,22.539
4.895,22.555
4.896,22.571
4.897,22.587
4.899,22.603
4.900,22.619
4.901,22.634
4.902,22.650
4.904,22.666
4.905,22.682
4.906,22.698
4.907,22.714
4.908,22.729
4.910,22.745
4.911,22.761
4.912,22.777
4.913,22.792
4.915,22.808
4.916,22.824
4.917,22.840
4.918,22.855
4.919,22.871
4.921,22.887
4.922,22.902
4.923,22.918
4.924,22.934
4.926,22.949
4.927,22.965
4.928,22.980
4.929,22.996
4.930,23.012
4.932,23.027
4.933,23.043
4.934,23.058
4.935,23.074
4.936,23.089
4.938,23.105
4.939,23.120
4.940,23.136
4.941,23.151
4.943,23.167
4.944,23.182
4.945,23.197
4.946,23.213
4.947,23.228
4.949,23.244
4.950,23.259
4.951,23.274
4.952,23.290
4.954,23.305
4.955,23.320
4.956,23.336
4.957,23.351
4.958,23.366
4.960,23.381
4.961,23.397
4.962,23.412
4.963,23.427
4.965,23.442
4.966,23.457
4.967,23.472
4.968,23.488
4.969,23.503
4.971,23.518
4.972,23.533
4.973,23.548
4.974,23.563
4.976,23.578
4.977,23.593
4.978,23.608
4.979,23.623
4.980,23.638
4.982,23.653
4.983,23.668
4.984,23.683
4.985,23.698
4.987,23.713
4.988,23.727
4.989,23.742
4.990,23.757
4.991,23.772
4.993,23.787
4.994,23.802
4.995,23.816
4.996,23.831
4.998,23.846
4.999,23.861
5.000,23.875
