Voltage (V),Attenuation (dB)
2.313,1.01
2.314,1.02
2.315,1.02
2.316,1.02
2.317,1.02
2.319,1.02
2.32,1.03
2.321,1.03
2.322,1.03
2.324,1.03
2.325,1.04
2.326,1.04
2.327,1.04
2.328,1.04
2.33,1.04
2.331,1.05
2.332,1.05
2.333,1.05
2.335,1.05
2.336,1.06
2.337,1.06
2.338,1.06
2.339,1.06
2.341,1.06
2.342,1.07
2.343,1.07
2.344,1.07
2.346,1.07
2.347,1.08
2.348,1.08
2.349,1.08
2.35,1.08
2.352,1.09
2.353,1.09
2.354,1.09
2.355,1.09
2.357,1.1
2.358,1.1
2.359,1.1
2.36,1.1
2.361,1.11
2.363,1.11
2.364,1.11
2.365,1.11
2.366,1.12
2.368,1.12
2.369,1.12
2.37,1.14
2.371,1.13
2.372,1.13
2.374,1.13
2.375,1.13
2.376,1.14
2.377,1.14
2.379,1.14
2.38,1.15
2.381,1.15
2.382,1.15
2.383,1.15
2.385,1.16
2.386,1.16
2.387,1.16
2.388,1.16
2.389,1.17
2.391,1.17
2.392,1.17
2.393,1.17
2.394,1.18
2.396,1.18
2.397,1.18
2.398,1.19
2.399,1.19
2.4,1.19
2.402,1.19
2.403,1.2
2.404,1.2
2.405,1.2
2.407,1.2
2.408,1.21
2.409,1.21
2.41,1.21
2.411,1.21
2.413,1.22
2.414,1.22
2.415,1.22
2.416,1.23
2.418,1.23
2.419,1.23
2.42,1.23
2.421,1.24
2.422,1.24
2.424,1.24
2.425,1.25
2.426,1.25
2.427,1.25
2.429,1.25
2.43,1.26
2.431,1.26
2.432,1.26
2.433,1.26
2.435,1.27
2.436,1.27
2.437,1.27
2.438,1.28
2.44,1.28
2.441,1.28
2.442,1.28
2.443,1.29
2.444,1.29
2.446,1.29
2.447,1.29
2.448,1.3
2.449,1.3
2.451,1.3
2.452,1.31
2.453,1.31
2.454,1.31
2.455,1.31
2.457,1.32
2.458,1.32
2.459,1.32
2.46,1.32
2.462,1.33
2.463,1.33
2.464,1.33
2.465,1.34
2.466,1.34
2.468,1.34
2.469,1.34
2.47,1.35
2.471,1.35
2.473,1.35
2.474,1.36
2.475,1.36
2.476,1.36
2.477,1.36
2.479,1.37
2.48,1.37
2.481,1.37
2.482,1.38
2.484,1.38
2.485,1.38
2.486,1.39
2.487,1.39
2.488,1.39
2.49,1.39
2.491,1.4
2.492,1.4
2.493,1.4
2.495,1.42
2.496,1.41
2.497,1.41
2.498,1.41
2.499,1.42
2.501,1.42
2.502,1.42
2.503,1.43
2.504,1.43
2.505,1.43
2.507,1.44
2.508,1.44
2.509,1.44
2.51,1.45
2.512,1.45
2.513,1.45
2.514,1.46
2.515,1.46
2.516,1.46
2.518,1.47
2.519,1.47
2.52,1.47
2.521,1.48
2.523,1.48
2.524,1.48
2.525,1.49
2.526,1.49
2.527,1.49
2.529,1.5
2.53,1.5
2.531,1.5
2.532,1.5
2.534,1.51
2.535,1.51
2.536,1.51
2.537,1.53
2.538,1.52
2.54,1.52
2.541,1.53
2.542,1.53
2.543,1.53
2.545,1.54
2.546,1.54
2.547,1.54
2.548,1.55
2.549,1.55
2.551,1.55
2.552,1.57
2.553,1.56
2.554,1.56
2.556,1.57
2.557,1.57
2.558,1.57
2.559,1.59
2.56,1.58
2.562,1.58
2.563,1.59
2.564,1.59
2.565,1.6
2.567,1.6
2.568,1.6
2.569,1.61
2.57,1.61
2.571,1.61
2.573,1.62
2.574,1.62
2.575,1.62
2.576,1.63
2.578,1.63
2.579,1.63
2.58,1.64
2.581,1.64
2.582,1.64
2.584,1.65
2.585,1.65
2.586,1.65
2.587,1.66
2.589,1.66
2.59,1.67
2.591,1.67
2.592,1.67
2.593,1.67
2.595,1.68
2.596,1.69
2.597,1.69
2.598,1.69
2.6,1.69
2.601,1.69
2.602,1.7
2.603,1.71
2.604,1.71
2.606,1.71
2.607,1.71
2.608,1.71
2.609,1.72
2.611,1.73
2.612,1.74
2.613,1.73
2.614,1.73
2.615,1.74
2.617,1.74
2.618,1.75
2.619,1.76
2.62,1.75
2.621,1.75
2.623,1.76
2.624,1.76
2.625,1.77
2.626,1.77
2.628,1.77
2.629,1.77
2.63,1.78
2.631,1.78
2.632,1.8
2.634,1.8
2.635,1.79
2.636,1.8
2.637,1.8
2.639,1.8
2.64,1.82
2.641,1.81
2.642,1.81
2.643,1.82
2.645,1.82
2.646,1.82
2.647,1.84
2.648,1.83
2.65,1.84
2.651,1.84
2.652,1.84
2.653,1.85
2.654,1.86
2.656,1.86
2.657,1.86
2.658,1.86
2.659,1.87
2.661,1.87
2.662,1.88
2.663,1.88
2.664,1.88
2.665,1.9
2.667,1.89
2.668,1.9
2.669,1.91
2.67,1.91
2.672,1.9
2.673,1.91
2.674,1.91
2.675,1.93
2.676,1.93
2.678,1.93
2.679,1.93
2.68,1.93
2.681,1.94
2.683,1.94
2.684,1.95
2.685,1.96
2.686,1.95
2.687,1.96
2.689,1.96
2.69,1.97
2.691,1.98
2.692,1.97
2.694,1.98
2.695,1.98
2.696,1.99
2.697,1.99
2.698,2
2.7,2.01
2.701,2
2.702,2.01
2.703,2.01
2.705,2.01
2.706,2.03
2.707,2.03
2.708,2.04
2.709,2.03
2.711,2.03
2.712,2.05
2.713,2.05
2.714,2.06
2.716,2.06
2.717,2.05
2.718,2.06
2.719,2.07
2.72,2.08
2.722,2.08
2.723,2.09
2.724,2.08
2.725,2.08
2.726,2.09
2.728,2.1
2.729,2.11
2.73,2.11
2.731,2.12
2.733,2.11
2.734,2.12
2.735,2.13
2.736,2.13
2.737,2.14
2.739,2.14
2.74,2.13
2.741,2.15
2.742,2.15
2.744,2.16
2.745,2.16
2.746,2.17
2.747,2.17
2.748,2.17
2.75,2.18
2.751,2.18
2.752,2.18
2.753,2.19
2.755,2.19
2.756,2.2
2.757,2.2
2.758,2.2
2.759,2.21
2.761,2.21
2.762,2.22
2.763,2.22
2.764,2.23
2.766,2.23
2.767,2.23
2.768,2.24
2.769,2.24
2.77,2.25
2.772,2.25
2.773,2.25
2.774,2.26
2.775,2.26
2.777,2.27
2.778,2.27
2.779,2.27
2.78,2.28
2.781,2.28
2.783,2.29
2.784,2.29
2.785,2.29
2.786,2.3
2.788,2.3
2.789,2.31
2.79,2.31
2.791,2.32
2.792,2.32
2.794,2.32
2.795,2.33
2.796,2.33
2.797,2.34
2.799,2.34
2.8,2.34
2.801,2.35
2.802,2.35
2.803,2.36
2.805,2.36
2.806,2.37
2.807,2.37
2.808,2.37
2.81,2.38
2.811,2.38
2.812,2.39
2.813,2.39
2.814,2.4
2.816,2.4
2.817,2.41
2.818,2.41
2.819,2.41
2.821,2.42
2.822,2.42
2.823,2.43
2.824,2.43
2.825,2.44
2.827,2.44
2.828,2.45
2.829,2.45
2.83,2.46
2.832,2.46
2.833,2.47
2.834,2.47
2.835,2.48
2.836,2.48
2.838,2.49
2.839,2.49
2.84,2.5
2.841,2.5
2.842,2.51
2.844,2.51
2.845,2.52
2.846,2.52
2.847,2.52
2.849,2.53
2.85,2.54
2.851,2.54
2.852,2.54
2.853,2.55
2.855,2.55
2.856,2.56
2.857,2.56
2.858,2.57
2.86,2.57
2.861,2.58
2.862,2.58
2.863,2.59
2.864,2.59
2.866,2.6
2.867,2.6
2.868,2.61
2.869,2.61
2.871,2.62
2.872,2.62
2.873,2.63
2.874,2.63
2.875,2.64
2.877,2.64
2.878,2.65
2.879,2.65
2.88,2.66
2.882,2.66
2.883,2.67
2.884,2.67
2.885,2.68
2.886,2.68
2.888,2.69
2.889,2.69
2.89,2.7
2.891,2.71
2.893,2.71
2.894,2.72
2.895,2.72
2.896,2.72
2.897,2.74
2.899,2.74
2.9,2.74
2.901,2.74
2.902,2.75
2.904,2.76
2.905,2.76
2.906,2.76
2.907,2.77
2.908,2.78
2.91,2.78
2.911,2.78
2.912,2.79
2.913,2.8
2.915,2.8
2.916,2.8
2.917,2.81
2.918,2.82
2.919,2.82
2.921,2.82
2.922,2.83
2.923,2.84
2.924,2.84
2.926,2.85
2.927,2.85
2.928,2.86
2.929,2.86
2.93,2.87
2.932,2.87
2.933,2.88
2.934,2.88
2.935,2.89
2.937,2.89
2.938,2.9
2.939,2.9
2.94,2.91
2.941,2.91
2.943,2.92
2.944,2.92
2.945,2.93
2.946,2.93
2.947,2.94
2.949,2.94
2.95,2.95
2.951,2.95
2.952,2.96
2.954,2.97
2.955,2.97
2.956,2.98
2.957,2.98
2.958,2.99
2.96,2.99
2.961,3
2.962,3
2.963,3.01
2.965,3.01
2.966,3.02
2.967,3.02
2.968,3.03
2.969,3.03
2.971,3.04
2.972,3.04
2.973,3.05
2.974,3.06
2.976,3.06
2.977,3.07
2.978,3.07
2.979,3.08
2.98,3.08
2.982,3.09
2.983,3.1
2.984,3.1
2.985,3.13
2.987,3.11
2.988,3.12
2.989,3.12
2.99,3.13
2.991,3.13
2.993,3.14
2.994,3.15
2.995,3.15
2.996,3.16
2.998,3.16
2.999,3.17
3,3.18
3.001,3.18
3.002,3.19
3.004,3.19
3.005,3.2
3.006,3.2
3.007,3.21
3.009,3.22
3.01,3.22
3.011,3.23
3.012,3.23
3.013,3.24
3.015,3.25
3.016,3.25
3.017,3.26
3.018,3.26
3.02,3.27
3.021,3.27
3.022,3.28
3.023,3.29
3.024,3.29
3.026,3.3
3.027,3.3
3.028,3.31
3.029,3.32
3.031,3.32
3.032,3.33
3.033,3.33
3.034,3.34
3.035,3.35
3.037,3.35
3.038,3.36
3.039,3.36
3.04,3.37
3.042,3.38
3.043,3.38
3.044,3.39
3.045,3.39
3.046,3.4
3.048,3.41
3.049,3.41
3.05,3.42
3.051,3.43
3.053,3.43
3.054,3.44
3.055,3.44
3.056,3.45
3.057,3.46
3.059,3.46
3.06,3.47
3.061,3.47
3.062,3.48
3.063,3.49
3.065,3.49
3.066,3.5
3.067,3.5
3.068,3.51
3.07,3.52
3.071,3.52
3.072,3.53
3.073,3.55
3.074,3.54
3.076,3.55
3.077,3.55
3.078,3.56
3.079,3.57
3.081,3.57
3.082,3.58
3.083,3.58
3.084,3.59
3.085,3.6
3.087,3.6
3.088,3.61
3.089,3.62
3.09,3.62
3.092,3.63
3.093,3.63
3.094,3.64
3.095,3.65
3.096,3.65
3.098,3.66
3.099,3.67
3.1,3.67
3.101,3.68
3.103,3.68
3.104,3.69
3.105,3.7
3.106,3.7
3.107,3.71
3.109,3.72
3.11,3.72
3.111,3.73
3.112,3.73
3.114,3.74
3.115,3.75
3.116,3.75
3.117,3.76
3.118,3.77
3.12,3.77
3.121,3.78
3.122,3.79
3.123,3.79
3.125,3.8
3.126,3.81
3.127,3.81
3.128,3.82
3.129,3.83
3.131,3.83
3.132,3.84
3.133,3.84
3.134,3.85
3.136,3.86
3.137,3.86
3.138,3.87
3.139,3.88
3.14,3.88
3.142,3.89
3.143,3.9
3.144,3.9
3.145,3.91
3.147,3.92
3.148,3.93
3.149,3.93
3.15,3.94
3.151,3.95
3.153,3.95
3.154,3.96
3.155,3.97
3.156,3.97
3.158,3.98
3.159,3.99
3.16,3.99
3.161,4.02
3.162,4.01
3.164,4.01
3.165,4.02
3.166,4.03
3.167,4.04
3.168,4.04
3.17,4.05
3.171,4.06
3.172,4.06
3.173,4.08
3.175,4.08
3.176,4.09
3.177,4.09
3.178,4.1
3.179,4.11
3.181,4.11
3.182,4.12
3.183,4.13
3.184,4.13
3.186,4.14
3.187,4.15
3.188,4.16
3.189,4.16
3.19,4.17
3.192,4.18
3.193,4.18
3.194,4.19
3.195,4.2
3.197,4.2
3.198,4.21
3.199,4.22
3.2,4.23
3.201,4.23
3.203,4.24
3.204,4.25
3.205,4.25
3.206,4.26
3.208,4.27
3.209,4.28
3.21,4.28
3.211,4.29
3.212,4.3
3.214,4.3
3.215,4.31
3.216,4.32
3.217,4.32
3.219,4.33
3.22,4.34
3.221,4.35
3.222,4.35
3.223,4.36
3.225,4.37
3.226,4.37
3.227,4.38
3.228,4.39
3.23,4.39
3.231,4.4
3.232,4.41
3.233,4.41
3.234,4.42
3.236,4.43
3.237,4.44
3.238,4.44
3.239,4.46
3.241,4.46
3.242,4.46
3.243,4.47
3.244,4.48
3.245,4.49
3.247,4.49
3.248,4.5
3.249,4.54
3.25,4.52
3.252,4.52
3.253,4.53
3.254,4.54
3.255,4.54
3.256,4.55
3.258,4.56
3.259,4.56
3.26,4.57
3.261,4.58
3.263,4.59
3.264,4.59
3.265,4.6
3.266,4.61
3.267,4.62
3.269,4.62
3.27,4.63
3.271,4.64
3.272,4.64
3.274,4.65
3.275,4.66
3.276,4.67
3.277,4.67
3.278,4.68
3.28,4.69
3.281,4.7
3.282,4.7
3.283,4.71
3.284,4.72
3.286,4.73
3.287,4.73
3.288,4.74
3.289,4.75
3.291,4.76
3.292,4.77
3.293,4.77
3.294,4.78
3.295,4.79
3.297,4.8
3.298,4.81
3.299,4.83
3.3,4.82
3.302,4.83
3.303,4.84
3.304,4.86
3.305,4.86
3.306,4.86
3.308,4.87
3.309,4.88
3.31,4.89
3.311,4.91
3.313,4.91
3.314,4.92
3.315,4.92
3.316,4.93
3.317,4.94
3.319,4.95
3.32,4.96
3.321,4.96
3.322,4.97
3.324,4.98
3.325,4.99
3.326,5
3.327,5.01
3.328,5.01
3.33,5.02
3.331,5.03
3.332,5.04
3.333,5.05
3.335,5.07
3.336,5.07
3.337,5.1
3.338,5.08
3.339,5.09
3.341,5.1
3.342,5.11
3.343,5.11
3.344,5.13
3.346,5.13
3.347,5.14
3.348,5.15
3.349,5.17
3.35,5.17
3.352,5.17
3.353,5.18
3.354,5.19
3.355,5.2
3.357,5.22
3.358,5.23
3.359,5.23
3.36,5.24
3.361,5.24
3.363,5.26
3.364,5.27
3.365,5.27
3.366,5.28
3.368,5.28
3.369,5.29
3.37,5.31
3.371,5.31
3.372,5.32
3.374,5.33
3.375,5.33
3.376,5.34
3.377,5.35
3.379,5.37
3.38,5.36
3.381,5.37
3.382,5.39
3.383,5.4
3.385,5.41
3.386,5.41
3.387,5.42
3.388,5.42
3.389,5.43
3.391,5.44
3.392,5.45
3.393,5.47
3.394,5.47
3.396,5.47
3.397,5.48
3.398,5.49
3.399,5.5
3.4,5.52
3.402,5.52
3.403,5.52
3.404,5.53
3.405,5.54
3.407,5.55
3.408,5.55
3.409,5.57
3.41,5.57
3.411,5.58
3.413,5.59
3.414,5.61
3.415,5.61
3.416,5.62
3.418,5.62
3.419,5.64
3.42,5.64
3.421,5.65
3.422,5.67
3.424,5.67
3.425,5.71
3.426,5.69
3.427,5.69
3.429,5.7
3.43,5.71
3.431,5.73
3.432,5.73
3.433,5.73
3.435,5.74
3.436,5.76
3.437,5.77
3.438,5.78
3.44,5.77
3.441,5.79
3.442,5.79
3.443,5.8
3.444,5.82
3.446,5.83
3.447,5.83
3.448,5.84
3.449,5.85
3.451,5.87
3.452,5.88
3.453,5.89
3.454,5.88
3.455,5.89
3.457,5.9
3.458,5.92
3.459,5.93
3.46,5.94
3.462,5.94
3.463,5.95
3.464,5.96
3.465,5.98
3.466,5.99
3.468,6
3.469,6.01
3.47,6.01
3.471,6.01
3.473,6.03
3.474,6.04
3.475,6.06
3.476,6.05
3.477,6.06
3.479,6.07
3.48,6.09
3.481,6.1
3.482,6.11
3.484,6.12
3.485,6.12
3.486,6.14
3.487,6.15
3.488,6.16
3.49,6.17
3.491,6.17
3.492,6.18
3.493,6.18
3.495,6.2
3.496,6.21
3.497,6.22
3.498,6.23
3.499,6.23
3.501,6.24
3.502,6.26
3.503,6.27
3.504,6.28
3.505,6.29
3.507,6.29
3.508,6.31
3.509,6.32
3.51,6.33
3.512,6.35
3.513,6.38
3.514,6.36
3.515,6.37
3.516,6.38
3.518,6.38
3.519,6.4
3.52,6.41
3.521,6.41
3.523,6.42
3.524,6.43
3.525,6.44
3.526,6.45
3.527,6.46
3.529,6.46
3.53,6.48
3.531,6.49
3.532,6.5
3.534,6.51
3.535,6.52
3.536,6.51
3.537,6.52
3.538,6.54
3.54,6.55
3.541,6.56
3.542,6.57
3.543,6.58
3.545,6.59
3.546,6.6
3.547,6.61
3.548,6.62
3.549,6.63
3.551,6.64
3.552,6.65
3.553,6.65
3.554,6.66
3.556,6.67
3.557,6.68
3.558,6.69
3.559,6.7
3.56,6.71
3.562,6.72
3.563,6.73
3.564,6.74
3.565,6.75
3.567,6.76
3.568,6.77
3.569,6.78
3.57,6.79
3.571,6.8
3.573,6.81
3.574,6.82
3.575,6.83
3.576,6.84
3.578,6.85
3.579,6.85
3.58,6.86
3.581,6.87
3.582,6.88
3.584,6.89
3.585,6.9
3.586,6.91
3.587,6.92
3.589,6.93
3.59,6.94
3.591,6.95
3.592,6.96
3.593,6.97
3.595,6.98
3.596,6.99
3.597,7
3.598,7.01
3.6,7.03
3.601,7.07
3.602,7.04
3.603,7.05
3.604,7.06
3.606,7.07
3.607,7.08
3.608,7.09
3.609,7.1
3.611,7.11
3.612,7.12
3.613,7.13
3.614,7.14
3.615,7.16
3.617,7.16
3.618,7.17
3.619,7.18
3.62,7.2
3.621,7.21
3.623,7.22
3.624,7.23
3.625,7.24
3.626,7.25
3.628,7.26
3.629,7.27
3.63,7.28
3.631,7.29
3.632,7.3
3.634,7.31
3.635,7.32
3.636,7.33
3.637,7.34
3.639,7.35
3.64,7.36
3.641,7.37
3.642,7.39
3.643,7.4
3.645,7.41
3.646,7.42
3.647,7.43
3.648,7.44
3.65,7.45
3.651,7.46
3.652,7.47
3.653,7.48
3.654,7.49
3.656,7.5
3.657,7.51
3.658,7.52
3.659,7.53
3.661,7.54
3.662,7.55
3.663,7.57
3.664,7.58
3.665,7.59
3.667,7.6
3.668,7.61
3.669,7.62
3.67,7.63
3.672,7.64
3.673,7.66
3.674,7.66
3.675,7.67
3.676,7.69
3.678,7.69
3.679,7.71
3.68,7.72
3.681,7.73
3.683,7.74
3.684,7.75
3.685,7.76
3.686,7.77
3.687,7.79
3.689,7.84
3.69,7.8
3.691,7.81
3.692,7.83
3.694,7.84
3.695,7.84
3.696,7.86
3.697,7.87
3.698,7.88
3.7,7.89
3.701,7.9
3.702,7.92
3.703,7.92
3.705,7.93
3.706,7.95
3.707,7.95
3.708,7.96
3.709,7.99
3.711,7.99
3.712,8
3.713,8.01
3.714,8.02
3.716,8.03
3.717,8.05
3.718,8.05
3.719,8.06
3.72,8.07
3.722,8.09
3.723,8.1
3.724,8.12
3.725,8.12
3.726,8.13
3.728,8.14
3.729,8.15
3.73,8.16
3.731,8.18
3.733,8.18
3.734,8.2
3.735,8.21
3.736,8.22
3.737,8.23
3.739,8.24
3.74,8.25
3.741,8.26
3.742,8.27
3.744,8.29
3.745,8.31
3.746,8.31
3.747,8.32
3.748,8.33
3.75,8.34
3.751,8.35
3.752,8.37
3.753,8.38
3.755,8.39
3.756,8.4
3.757,8.41
3.758,8.42
3.759,8.43
3.761,8.45
3.762,8.46
3.763,8.47
3.764,8.48
3.766,8.49
3.767,8.5
3.768,8.53
3.769,8.53
3.77,8.54
3.772,8.55
3.773,8.57
3.774,8.59
3.775,8.6
3.777,8.65
3.778,8.61
3.779,8.62
3.78,8.63
3.781,8.64
3.783,8.67
3.784,8.67
3.785,8.68
3.786,8.69
3.788,8.7
3.789,8.73
3.79,8.74
3.791,8.74
3.792,8.75
3.794,8.77
3.795,8.78
3.796,8.8
3.797,8.81
3.799,8.81
3.8,8.83
3.801,8.84
3.802,8.85
3.803,8.86
3.805,8.88
3.806,8.89
3.807,8.9
3.808,8.92
3.81,8.92
3.811,8.94
3.812,8.97
3.813,8.96
3.814,8.97
3.816,8.98
3.817,8.99
3.818,9.02
3.819,9.03
3.821,9.03
3.822,9.04
3.823,9.05
3.824,9.07
3.825,9.09
3.827,9.1
3.828,9.1
3.829,9.12
3.83,9.13
3.832,9.14
3.833,9.16
3.834,9.17
3.835,9.17
3.836,9.18
3.838,9.2
3.839,9.21
3.84,9.23
3.841,9.24
3.842,9.25
3.844,9.26
3.845,9.27
3.846,9.28
3.847,9.3
3.849,9.31
3.85,9.32
3.851,9.33
3.852,9.34
3.853,9.35
3.855,9.37
3.856,9.38
3.857,9.39
3.858,9.4
3.86,9.41
3.861,9.43
3.862,9.44
3.863,9.45
3.864,9.52
3.866,9.47
3.867,9.48
3.868,9.5
3.869,9.51
3.871,9.52
3.872,9.53
3.873,9.54
3.874,9.55
3.875,9.56
3.877,9.58
3.878,9.6
3.879,9.6
3.88,9.61
3.882,9.62
3.883,9.64
3.884,9.65
3.885,9.67
3.886,9.67
3.888,9.69
3.889,9.69
3.89,9.71
3.891,9.73
3.893,9.74
3.894,9.74
3.895,9.75
3.896,9.76
3.897,9.77
3.899,9.8
3.9,9.81
3.901,9.81
3.902,9.82
3.904,9.85
3.905,9.86
3.906,9.87
3.907,9.89
3.908,9.89
3.91,9.9
3.911,9.91
3.912,9.93
3.913,9.95
3.915,9.96
3.916,9.97
3.917,9.98
3.918,9.99
3.919,10
3.921,10.04
3.922,10.04
3.923,10.04
3.924,10.07
3.926,10.07
3.927,10.09
3.928,10.1
3.929,10.12
3.93,10.12
3.932,10.14
3.933,10.15
3.934,10.16
3.935,10.18
3.937,10.2
3.938,10.2
3.939,10.22
3.94,10.23
3.941,10.25
3.943,10.26
3.944,10.28
3.945,10.28
3.946,10.29
3.947,10.31
3.949,10.33
3.95,10.34
3.951,10.37
3.952,10.41
3.954,10.38
3.955,10.39
3.956,10.4
3.957,10.42
3.958,10.44
3.96,10.45
3.961,10.46
3.962,10.47
3.963,10.49
3.965,10.5
3.966,10.52
3.967,10.53
3.968,10.54
3.969,10.56
3.971,10.57
3.972,10.58
3.973,10.6
3.974,10.61
3.976,10.61
3.977,10.64
3.978,10.65
3.979,10.67
3.98,10.68
3.982,10.69
3.983,10.71
3.984,10.72
3.985,10.74
3.987,10.75
3.988,10.77
3.989,10.77
3.99,10.78
3.991,10.8
3.993,10.81
3.994,10.82
3.995,10.83
3.996,10.85
3.998,10.85
3.999,10.87
4,10.89
4.001,10.9
4.002,10.92
4.004,10.92
4.005,10.94
4.006,10.95
4.007,10.96
4.009,10.97
4.01,10.98
4.011,11
4.012,11
4.013,11.02
4.015,11.03
4.016,11.05
4.017,11.07
4.018,11.07
4.02,11.09
4.021,11.1
4.022,11.11
4.023,11.12
4.024,11.14
4.026,11.15
4.027,11.16
4.028,11.18
4.029,11.19
4.031,11.2
4.032,11.22
4.033,11.22
4.034,11.24
4.035,11.24
4.037,11.26
4.038,11.28
4.039,11.3
4.04,11.37
4.042,11.31
4.043,11.33
4.044,11.34
4.045,11.35
4.046,11.38
4.048,11.38
4.049,11.39
4.05,11.41
4.051,11.42
4.053,11.43
4.054,11.44
4.055,11.45
4.056,11.47
4.057,11.48
4.059,11.49
4.06,11.52
4.061,11.53
4.062,11.53
4.063,11.55
4.065,11.56
4.066,11.57
4.067,11.6
4.068,11.61
4.07,11.61
4.071,11.63
4.072,11.64
4.073,11.66
4.074,11.68
4.076,11.69
4.077,11.7
4.078,11.71
4.079,11.72
4.081,11.74
4.082,11.76
4.083,11.78
4.084,11.78
4.085,11.79
4.087,11.81
4.088,11.82
4.089,11.85
4.09,11.87
4.092,11.86
4.093,11.88
4.094,11.89
4.095,11.9
4.096,11.93
4.098,11.94
4.099,11.94
4.1,11.96
4.101,11.98
4.103,12
4.104,12.01
4.105,12.03
4.106,12.03
4.107,12.04
4.109,12.06
4.11,12.07
4.111,12.1
4.112,12.11
4.114,12.11
4.115,12.13
4.116,12.14
4.117,12.16
4.118,12.18
4.12,12.2
4.121,12.2
4.122,12.21
4.123,12.23
4.125,12.24
4.126,12.27
4.127,12.28
4.128,12.29
4.129,12.3
4.131,12.31
4.132,12.34
4.133,12.35
4.134,12.37
4.136,12.37
4.137,12.38
4.138,12.4
4.139,12.41
4.14,12.44
4.142,12.45
4.143,12.46
4.144,12.47
4.145,12.48
4.147,12.49
4.148,12.52
4.149,12.53
4.15,12.54
4.151,12.55
4.153,12.57
4.154,12.58
4.155,12.6
4.156,12.62
4.158,12.62
4.159,12.63
4.16,12.65
4.161,12.66
4.162,12.68
4.164,12.7
4.165,12.7
4.166,12.71
4.167,12.73
4.168,12.74
4.17,12.76
4.171,12.78
4.172,12.78
4.173,12.8
4.175,12.81
4.176,12.83
4.177,12.83
4.178,12.85
4.179,12.86
4.181,12.87
4.182,12.89
4.183,12.9
4.184,12.93
4.186,12.94
4.187,12.94
4.188,12.96
4.189,12.97
4.19,12.98
4.192,13.01
4.193,13.02
4.194,13.02
4.195,13.04
4.197,13.05
4.198,13.06
4.199,13.09
4.2,13.09
4.201,13.11
4.203,13.12
4.204,13.13
4.205,13.15
4.206,13.17
4.208,13.18
4.209,13.19
4.21,13.2
4.211,13.22
4.212,13.24
4.214,13.26
4.215,13.27
4.216,13.27
4.217,13.3
4.219,13.3
4.22,13.32
4.221,13.33
4.222,13.35
4.223,13.37
4.225,13.39
4.226,13.39
4.227,13.4
4.228,13.43
4.23,13.45
4.231,13.46
4.232,13.47
4.233,13.48
4.234,13.51
4.236,13.52
4.237,13.54
4.238,13.54
4.239,13.56
4.241,13.57
4.242,13.6
4.243,13.61
4.244,13.63
4.245,13.63
4.247,13.65
4.248,13.66
4.249,13.68
4.25,13.7
4.252,13.72
4.253,13.73
4.254,13.74
4.255,13.76
4.256,13.78
4.258,13.8
4.259,13.81
4.26,13.81
4.261,13.83
4.263,13.85
4.264,13.86
4.265,13.89
4.266,13.9
4.267,13.92
4.269,13.93
4.27,13.94
4.271,13.96
4.272,13.98
4.274,13.99
4.275,14
4.276,14.01
4.277,14.03
4.278,14.06
4.28,14.07
4.281,14.09
4.282,14.09
4.283,14.12
4.284,14.12
4.286,14.15
4.287,14.17
4.288,14.18
4.289,14.19
4.291,14.2
4.292,14.22
4.293,14.24
4.294,14.27
4.295,14.28
4.297,14.28
4.298,14.29
4.299,14.31
4.3,14.33
4.302,14.35
4.303,14.38
4.304,14.44
4.305,14.39
4.306,14.4
4.308,14.42
4.309,14.43
4.31,14.45
4.311,14.47
4.313,14.48
4.314,14.48
4.315,14.52
4.316,14.53
4.317,14.55
4.319,14.56
4.32,14.57
4.321,14.57
4.322,14.6
4.324,14.61
4.325,14.63
4.326,14.64
4.327,14.66
4.328,14.67
4.33,14.69
4.331,14.71
4.332,14.73
4.333,14.73
4.335,14.73
4.336,14.76
4.337,14.78
4.338,14.8
4.339,14.82
4.341,14.82
4.342,14.84
4.343,14.86
4.344,14.87
4.346,14.88
4.347,14.91
4.348,14.91
4.349,14.93
4.35,14.94
4.352,14.97
4.353,14.98
4.354,15
4.355,15
4.357,15.02
4.358,15.03
4.359,15.04
4.36,15.07
4.361,15.09
4.363,15.09
4.364,15.11
4.365,15.12
4.366,15.14
4.368,15.16
4.369,15.17
4.37,15.19
4.371,15.19
4.372,15.21
4.374,15.23
4.375,15.25
4.376,15.27
4.377,15.28
4.379,15.29
4.38,15.31
4.381,15.32
4.382,15.35
4.383,15.36
4.385,15.37
4.386,15.39
4.387,15.41
4.388,15.42
4.389,15.45
4.391,15.46
4.392,15.56
4.393,15.49
4.394,15.5
4.396,15.52
4.397,15.54
4.398,15.56
4.399,15.56
4.4,15.58
4.402,15.6
4.403,15.61
4.404,15.64
4.405,15.65
4.407,15.66
4.408,15.68
4.409,15.69
4.41,15.71
4.411,15.74
4.413,15.75
4.414,15.76
4.415,15.78
4.416,15.79
4.418,15.81
4.419,15.84
4.42,15.85
4.421,15.86
4.422,15.87
4.424,15.89
4.425,15.9
4.426,15.93
4.427,15.95
4.429,15.95
4.43,15.97
4.431,15.98
4.432,16.01
4.433,16.03
4.435,16.05
4.436,16.05
4.437,16.07
4.438,16.08
4.44,16.1
4.441,16.13
4.442,16.14
4.443,16.15
4.444,16.18
4.446,16.18
4.447,16.2
4.448,16.22
4.449,16.24
4.451,16.25
